"";"cname";"cedition";"cproddat";"cseqno";"name";"essround";"edition";"idno";"dweight";"pspwght";"pweight";"anweight";"trstprl";"trstlgl";"trstplc";"trstplt";"trstprt";"trstep";"trstun";"lrscale";"stflife";"stfeco";"stfgov";"stfdem";"imsmetn";"imdfetn";"impcntr";"imbgeco";"imueclt";"imwbcnt";"happy";"rlgdgr";"gndr";"agea";"mean_imEnrich";"mean_imAllow";"mean_trst";"mean_stf";"sd_stf";"lrscale_scaled";"lrscale_dummy"
"612";"ESS1-9e01";"1.0";"10.12.2020";102014;"ESS9e03";9;"3";17954;0,999466248037677;0,898361384868622;3,037344869;2,72863334283844;7;7;7;3;5;8;3;6;9;6;1;8;4;3;2;7;7;6;10;8;2;78;6,66666666666667;3;5,71428571428571;6;3,55902608401044;0,845883616024512;0
"613";"ESS1-9e01";"1.0";"10.12.2020";102015;"ESS9e03";9;"3";17974;0,999466248037677;0,999289929866791;3,037344869;3,03518814112427;4;6;7;3;3;4;NA;6;4;7;3;5;3;3;3;5;5;4;5;0;2;48;4,66666666666667;3;4,5;4,75;1,70782512765993;0,845883616024512;0
"614";"ESS1-9e01";"1.0";"10.12.2020";102016;"ESS9e03";9;"3";18012;0,999466248037676;1,22387278079987;3,037344869;3,71732371107123;6;7;6;7;7;7;8;5;5;6;5;5;3;3;2;6;6;6;6;6;1;69;6;2,66666666666667;6,85714285714286;5,25;0,5;0,321180500570075;0
"615";"ESS1-9e01";"1.0";"10.12.2020";102017;"ESS9e03";9;"3";18046;0,999466248037677;0,611474454402924;3,037344869;1,85725879660529;4;7;6;0;2;4;4;5;7;3;2;5;3;3;3;4;3;5;7;6;1;28;4;3;3,85714285714286;4,25;2,21735578260835;0,321180500570075;0
"616";"ESS1-9e01";"1.0";"10.12.2020";102018;"ESS9e03";9;"3";18060;0,999466248037677;0,984116077423096;3,037344869;2,98909991826145;3;4;8;3;4;3;5;5;8;5;0;4;4;3;3;5;6;5;8;0;2;48;5,33333333333333;3,33333333333333;4,28571428571429;4,25;3,30403793359983;0,321180500570075;0
"617";"ESS1-9e01";"1.0";"10.12.2020";102019;"ESS9e03";9;"3";18067;0,999466248037676;1,06198382377625;3,037344869;3,22561111810778;8;7;9;7;5;4;5;NA;8;NA;NA;9;NA;3;4;NA;4;8;8;5;2;17;6;3,5;6,42857142857143;8,5;0,707106781186548;NA;NA
"618";"ESS1-9e01";"1.0";"10.12.2020";102020;"ESS9e03";9;"3";18084;0,999466248037677;1,1512416601181;3,037344869;3,49671794933876;10;0;10;0;0;0;0;5;5;4;3;8;4;3;4;9;6;8;4;5;1;21;7,66666666666667;3,66666666666667;2,85714285714286;5;2,16024689946929;0,321180500570075;0
"619";"ESS1-9e01";"1.0";"10.12.2020";102021;"ESS9e03";9;"3";18087;0,999466248037676;1,20907282829285;3,037344869;3,6723711512626;9;7;8;5;5;6;6;5;9;10;8;7;3;3;4;8;6;5;10;8;1;16;6,33333333333333;3,33333333333333;6,57142857142857;8,5;1,29099444873581;0,321180500570075;0
"620";"ESS1-9e01";"1.0";"10.12.2020";102022;"ESS9e03";9;"3";18097;0,999466248037676;0,870257616043091;3,037344869;2,64327250479665;1;0;0;0;0;0;0;1;4;3;0;1;3;3;3;8;9;5;5;0;1;78;7,33333333333333;3;0,142857142857143;2;1,82574185835055;-1,77763196124767;1
"621";"ESS1-9e01";"1.0";"10.12.2020";102023;"ESS9e03";9;"3";18149;0,999466248037676;0,731353878974915;3,037344869;2,2213739517277;0;7;2;0;3;5;4;5;5;9;4;5;2;2;1;1;0;3;5;6;2;44;1,33333333333333;1,66666666666667;3;5,75;2,21735578260835;0,321180500570075;0
"622";"ESS1-9e01";"1.0";"10.12.2020";102024;"ESS9e03";9;"3";18180;0,999466248037676;1,10255467891693;3,037344869;3,34883879680028;3;2;8;2;2;NA;3;3;7;2;2;3;3;3;3;5;3;3;5;10;2;53;3,66666666666667;3;3,33333333333333;3,5;2,38047614284762;-0,728225730338798;0
"623";"ESS1-9e01";"1.0";"10.12.2020";102025;"ESS9e03";9;"3";18254;0,999466248037676;0,533356726169586;3,037344869;1,61998831557783;4;7;7;4;3;2;3;5;8;7;3;4;4;NA;1;5;5;5;8;7;1;59;5;2,5;4,28571428571429;5,5;2,38047614284762;0,321180500570075;0
"624";"ESS1-9e01";"1.0";"10.12.2020";102026;"ESS9e03";9;"3";18260;0,999466248037676;1,08778667449951;3,037344869;3,30398327435767;6;7;9;3;5;5;7;1;8;7;8;9;4;3;3;6;5;5;8;5;2;59;5,33333333333333;3,33333333333333;6;8;0,816496580927726;-1,77763196124767;1
"625";"ESS1-9e01";"1.0";"10.12.2020";102027;"ESS9e03";9;"3";18351;0,999466248037676;1,10823321342468;3,037344869;3,36608646445084;6;8;8;7;6;6;8;2;6;7;3;8;4;4;4;5;8;8;5;0;1;28;7;4;7;6;2,16024689946929;-1,25292884579323;0
"626";"ESS1-9e01";"1.0";"10.12.2020";102028;"ESS9e03";9;"3";18406;0,999466248037676;1,08519804477692;3,037344869;3,296120713152;6;6;7;5;5;5;5;5;9;9;6;6;4;3;3;7;7;7;8;3;2;58;7;3,33333333333333;5,57142857142857;7,5;1,73205080756888;0,321180500570075;0
"627";"ESS1-9e01";"1.0";"10.12.2020";102029;"ESS9e03";9;"3";18419;0,999466248037677;1,07941055297852;3,037344869;3,27854210463375;7;7;7;2;2;2;2;3;8;9;2;6;4;4;4;10;10;10;9;4;1;56;10;4;4,14285714285714;6,25;3,09569593683445;-0,728225730338798;0
"628";"ESS1-9e01";"1.0";"10.12.2020";102030;"ESS9e03";9;"3";18424;0,999466248037677;0,589642405509949;3,037344869;1,79094733492046;8;10;8;6;3;7;8;5;7;8;8;9;4;4;4;8;8;9;9;6;2;52;8,33333333333333;4;7,14285714285714;8;0,816496580927726;0,321180500570075;0
"629";"ESS1-9e01";"1.0";"10.12.2020";102031;"ESS9e03";9;"3";18434;0,999466248037676;1,25945019721985;3,037344869;3,82538459428675;10;5;7;7;7;10;10;5;7;10;5;10;3;3;3;10;10;7;7;7;1;54;9;3;8;8;2,44948974278318;0,321180500570075;0
"630";"ESS1-9e01";"1.0";"10.12.2020";102032;"ESS9e03";9;"3";18513;0,999466248037677;0,978313565254211;3,037344869;2,97147568769798;5;8;4;2;3;6;7;6;9;7;0;5;3;2;2;4;2;3;9;1;1;73;3;2,33333333333333;5;5,25;3,86221007541882;0,845883616024512;0
"631";"ESS1-9e01";"1.0";"10.12.2020";102033;"ESS9e03";9;"3";18514;0,999466248037676;1,08647477626801;3,037344869;3,29999858699555;7;7;8;6;4;7;7;4;8;7;NA;8;4;4;4;5;5;5;7;0;1;18;5;4;6,57142857142857;7,66666666666667;0,577350269189626;-0,203522614884361;0
"632";"ESS1-9e01";"1.0";"10.12.2020";102034;"ESS9e03";9;"3";18520;0,999466248037676;1,10255467891693;3,037344869;3,34883879680028;8;7;9;8;6;9;8;5;9;8;8;6;4;3;3;6;7;5;8;2;2;35;6;3,33333333333333;7,85714285714286;7,75;1,25830573921179;0,321180500570075;0
"633";"ESS1-9e01";"1.0";"10.12.2020";102035;"ESS9e03";9;"3";18521;0,999466248037676;1,86228251457214;3,037344869;5,65639424026412;3;6;7;1;3;6;6;5;10;6;5;6;3;3;3;6;6;6;10;7;2;60;6;3;4,57142857142857;6,75;2,21735578260835;0,321180500570075;0
"634";"ESS1-9e01";"1.0";"10.12.2020";102036;"ESS9e03";9;"3";18549;0,999466248037677;1,08647477626801;3,037344869;3,29999858699555;3;5;0;3;4;3;2;8;7;6;2;1;3;3;3;5;3;3;6;0;1;21;3,66666666666667;3;2,85714285714286;4;2,94392028877595;1,89528984693338;2
"635";"ESS1-9e01";"1.0";"10.12.2020";102037;"ESS9e03";9;"3";18580;0,999466248037676;2,33401203155518;3,037344869;7,08919946822838;3;6;10;1;3;0;3;1;2;2;3;4;3;4;2;9;8;NA;NA;0;2;86;8,5;3;3,71428571428571;2,75;0,957427107756338;-1,77763196124767;1
"636";"ESS1-9e01";"1.0";"10.12.2020";102038;"ESS9e03";9;"3";18590;0,999466248037676;0,942275881767273;3,037344869;2,86201681466828;0;3;10;0;0;0;0;5;5;0;0;0;3;2;2;3;1;3;3;3;2;74;2,33333333333333;2,33333333333333;1,85714285714286;1,25;2,5;0,321180500570075;0
"637";"ESS1-9e01";"1.0";"10.12.2020";102039;"ESS9e03";9;"3";18626;0,999466248037676;1,30054295063019;3,037344869;3,95019745801072;0;0;10;0;3;0;0;2;5;8;2;9;4;3;4;8;10;9;5;0;2;30;9;3,66666666666667;1,85714285714286;6;3,16227766016838;-1,25292884579323;0
"638";"ESS1-9e01";"1.0";"10.12.2020";102040;"ESS9e03";9;"3";18654;0,999466248037676;0,841054499149323;3,037344869;2,55457256754056;7;8;8;8;8;8;7;0;10;7;6;6;3;3;3;6;6;5;9;4;2;77;5,66666666666667;3;7,71428571428571;7,25;1,89296944860009;-2,30233507670211;1
"639";"ESS1-9e01";"1.0";"10.12.2020";102041;"ESS9e03";9;"3";18664;0,999466248037676;0,533356726169586;3,037344869;1,61998831557783;7;8;8;4;5;5;4;8;8;8;7;7;4;3;3;6;7;6;8;5;1;69;6,33333333333333;3,33333333333333;5,85714285714286;7,5;0,577350269189626;1,89528984693338;2
"640";"ESS1-9e01";"1.0";"10.12.2020";102042;"ESS9e03";9;"3";18700;0,999466248037676;1,23415172100067;3,037344869;3,74854439734891;6;8;10;2;6;5;4;5;10;7;8;6;3;3;3;7;2;4;10;6;1;33;4,33333333333333;3;5,85714285714286;7,75;1,70782512765993;0,321180500570075;0
"641";"ESS1-9e01";"1.0";"10.12.2020";102043;"ESS9e03";9;"3";18748;0,999466248037676;0,942275881767273;3,037344869;2,86201681466828;8;8;8;5;5;5;5;5;10;10;9;9;4;4;3;9;9;9;9;4;2;66;9;3,66666666666667;6,28571428571429;9,5;0,577350269189626;0,321180500570075;0
"642";"ESS1-9e01";"1.0";"10.12.2020";102044;"ESS9e03";9;"3";18772;0,999466248037676;0,623946666717529;3,037344869;1,89514120668414;3;6;8;3;3;3;5;3;9;8;3;3;4;3;3;8;8;5;8;7;1;72;7;3,33333333333333;4,42857142857143;5,75;3,20156211871642;-0,728225730338798;0
"643";"ESS1-9e01";"1.0";"10.12.2020";102045;"ESS9e03";9;"3";18814;0,999466248037677;1,24609839916229;3,037344869;3,7848305789647;4;9;8;4;4;6;7;3;8;9;3;6;4;4;3;7;8;8;8;1;1;66;7,66666666666667;3,66666666666667;6;6,5;2,64575131106459;-0,728225730338798;0
"644";"ESS1-9e01";"1.0";"10.12.2020";102046;"ESS9e03";9;"3";18846;0,999466248037676;0,77601683139801;3,037344869;2,35703074110438;7;9;8;3;5;5;7;3;10;7;4;7;4;4;4;8;7;7;9;2;1;47;7,33333333333333;4;6,28571428571429;7;2,44948974278318;-0,728225730338798;0
"645";"ESS1-9e01";"1.0";"10.12.2020";102047;"ESS9e03";9;"3";18850;0,999466248037676;0,841054499149323;3,037344869;2,55457256754056;5;5;4;4;4;3;4;7;8;4;4;6;3;3;3;3;1;2;7;8;2;66;2;3;4,14285714285714;5,5;1,91485421551268;1,37058673147895;0
"646";"ESS1-9e01";"1.0";"10.12.2020";102048;"ESS9e03";9;"3";18860;0,999466248037676;0,77601683139801;3,037344869;2,35703074110438;7;8;8;5;6;5;8;5;9;9;2;7;3;3;3;7;10;8;9;3;1;45;8,33333333333333;3;6,71428571428571;6,75;3,30403793359983;0,321180500570075;0
"647";"ESS1-9e01";"1.0";"10.12.2020";102049;"ESS9e03";9;"3";18862;0,999466248037677;0,532609462738037;3,037344869;1,61771861882822;8;6;8;8;6;6;6;5;9;9;8;8;3;3;3;5;5;2;9;3;1;78;4;3;6,85714285714286;8,5;0,577350269189626;0,321180500570075;0
"648";"ESS1-9e01";"1.0";"10.12.2020";102050;"ESS9e03";9;"3";18869;0,999466248037676;0,895853161811829;3,037344869;2,72101500440658;6;5;5;3;3;6;4;2;8;8;4;8;3;3;3;9;8;7;9;0;1;37;8;3;4,57142857142857;7;2;-1,25292884579323;0
"649";"ESS1-9e01";"1.0";"10.12.2020";102051;"ESS9e03";9;"3";18882;0,999466248037676;1,02795565128326;3,037344869;3,12225582298478;8;8;7;5;6;7;7;4;8;10;10;7;4;3;3;5;7;5;9;8;2;21;5,66666666666667;3,33333333333333;6,85714285714286;8,75;1,5;-0,203522614884361;0
"650";"ESS1-9e01";"1.0";"10.12.2020";102052;"ESS9e03";9;"3";18920;0,999466248037676;0,963457882404327;3,037344869;2,92635385561839;8;8;8;7;7;5;5;5;7;7;5;3;3;2;2;2;3;1;7;0;1;63;2;2,33333333333333;6,85714285714286;5,5;1,91485421551268;0,321180500570075;0
"651";"ESS1-9e01";"1.0";"10.12.2020";102053;"ESS9e03";9;"3";18971;0,999466248037676;0,692655622959137;3,037344869;2,10383400237893;2;2;5;2;0;0;2;5;6;10;0;3;3;3;3;7;3;3;7;0;1;54;4,33333333333333;3;1,85714285714286;4,75;4,27200187265877;0,321180500570075;0
"652";"ESS1-9e01";"1.0";"10.12.2020";102054;"ESS9e03";9;"3";19021;0,999466248037676;0,961146414279938;3,037344869;2,91933312977092;NA;8;10;NA;5;NA;NA;NA;5;8;NA;NA;3;2;3;8;7;3;5;1;2;90;6;2,66666666666667;7,66666666666667;6,5;2,12132034355964;NA;NA
"653";"ESS1-9e01";"1.0";"10.12.2020";102055;"ESS9e03";9;"3";19082;0,999466248037676;0,942275881767273;3,037344869;2,86201681466828;3;0;0;0;0;0;3;10;6;5;3;3;4;4;4;10;10;10;6;5;2;77;10;4;0,857142857142857;4,25;1,5;2,94469607784226;2
"654";"ESS1-9e01";"1.0";"10.12.2020";102056;"ESS9e03";9;"3";19098;0,999466248037676;1,23472249507904;3,037344869;3,7502780350672;6;8;8;5;5;7;8;5;9;7;6;4;3;3;3;5;8;6;7;5;1;52;6,33333333333333;3;6,71428571428571;6,5;2,08166599946613;0,321180500570075;0
"655";"ESS1-9e01";"1.0";"10.12.2020";102057;"ESS9e03";9;"3";19117;0,999466248037677;0,707702994346619;3,037344869;2,14953805865464;7;7;7;5;5;6;6;6;9;8;6;8;3;2;2;7;5;5;9;6;2;26;5,66666666666667;2,33333333333333;6,14285714285714;7,75;1,25830573921179;0,845883616024512;0
"656";"ESS1-9e01";"1.0";"10.12.2020";102058;"ESS9e03";9;"3";19132;0,999466248037676;0,978313565254211;3,037344869;2,97147568769798;7;7;8;5;3;6;6;4;8;7;5;6;4;2;2;7;6;7;7;5;1;67;6,66666666666667;2,66666666666667;6;6,5;1,29099444873581;-0,203522614884361;0
"657";"ESS1-9e01";"1.0";"10.12.2020";102059;"ESS9e03";9;"3";19148;0,999466248037676;0,778847694396973;3,037344869;2,36562904830912;4;8;8;3;2;3;2;3;9;7;4;4;3;3;2;6;6;5;9;0;1;28;5,66666666666667;2,66666666666667;4,28571428571429;6;2,44948974278318;-0,728225730338798;0
"658";"ESS1-9e01";"1.0";"10.12.2020";102060;"ESS9e03";9;"3";19150;0,999466248037677;0,940955698490143;3,037344869;2,85800696276535;7;9;9;8;6;6;6;0;8;5;8;7;3;3;2;7;7;6;10;7;2;90;6,66666666666667;2,66666666666667;7,28571428571429;7;1,4142135623731;-2,30233507670211;1
"659";"ESS1-9e01";"1.0";"10.12.2020";102061;"ESS9e03";9;"3";19162;0,999466248037676;2,21457934379578;3,037344869;6,72644120687149;5;5;10;5;NA;NA;NA;5;10;10;NA;5;4;3;NA;4;NA;7;10;8;1;41;5,5;3,5;6,25;8,33333333333333;2,88675134594813;0,321180500570075;0
"660";"ESS1-9e01";"1.0";"10.12.2020";102062;"ESS9e03";9;"3";19181;0,999466248037677;0,870257616043091;3,037344869;2,64327250479665;10;5;10;0;1;3;5;5;10;5;5;5;3;2;3;5;8;5;10;5;1;62;6;2,66666666666667;4,85714285714286;6,25;2,5;0,321180500570075;0
"661";"ESS1-9e01";"1.0";"10.12.2020";102063;"ESS9e03";9;"3";19220;0,999466248037676;0,623946666717529;3,037344869;1,89514120668414;6;7;8;4;4;5;6;2;7;7;4;7;4;3;3;8;7;5;5;8;1;59;6,66666666666667;3,33333333333333;5,71428571428571;6,25;1,5;-1,25292884579323;0
"662";"ESS1-9e01";"1.0";"10.12.2020";102064;"ESS9e03";9;"3";19235;0,999466248037676;0,77601683139801;3,037344869;2,35703074110438;4;8;8;2;3;3;4;5;2;5;3;6;3;3;2;5;7;5;4;1;1;40;5,66666666666667;2,66666666666667;4,57142857142857;4;1,82574185835055;0,321180500570075;0
"663";"ESS1-9e01";"1.0";"10.12.2020";102065;"ESS9e03";9;"3";19257;0,999466248037677;0,675607144832611;3,037344869;2,05205189481707;5;4;7;5;5;6;6;5;10;4;4;4;4;3;3;8;6;6;9;5;2;75;6,66666666666667;3,33333333333333;5,42857142857143;5,5;3;0,321180500570075;0
"664";"ESS1-9e01";"1.0";"10.12.2020";102066;"ESS9e03";9;"3";19264;0,999466248037677;0,615720212459564;3,037344869;1,87015462805365;10;10;10;8;8;10;7;6;8;8;6;9;4;4;4;10;7;10;8;8;1;61;9;4;9;7,75;1,25830573921179;0,845883616024512;0
"665";"ESS1-9e01";"1.0";"10.12.2020";102067;"ESS9e03";9;"3";19294;0,999466248037677;1,10977184772491;3,037344869;3,37075982744792;3;3;7;1;1;3;4;4;4;5;2;7;4;4;4;7;6;6;3;0;1;19;6,33333333333333;4;3,14285714285714;4,5;2,08166599946613;-0,203522614884361;0
"666";"ESS1-9e01";"1.0";"10.12.2020";102068;"ESS9e03";9;"3";19315;0,999466248037676;1,07035303115845;3,037344869;3,25103128720771;2;4;2;0;0;3;3;3;4;4;0;3;2;3;3;4;0;0;4;2;2;66;1,33333333333333;2,66666666666667;2;2,75;1,89296944860009;-0,728225730338798;0
"667";"ESS1-9e01";"1.0";"10.12.2020";102069;"ESS9e03";9;"3";19350;0,999466248037676;0,942275881767273;3,037344869;2,86201681466828;4;3;8;3;3;2;4;5;10;9;5;4;3;3;3;5;5;5;9;5;2;89;5;3;3,85714285714286;7;2,94392028877595;0,321180500570075;0
"668";"ESS1-9e01";"1.0";"10.12.2020";102070;"ESS9e03";9;"3";19378;0,999466248037677;0,703335583209991;3,037344869;2,13627272484799;3;7;5;3;3;3;1;3;5;8;3;4;4;4;4;5;4;5;8;7;1;52;4,66666666666667;4;3,57142857142857;5;2,16024689946929;-0,728225730338798;0
"669";"ESS1-9e01";"1.0";"10.12.2020";102071;"ESS9e03";9;"3";19426;0,999466248037676;1,65659129619598;3,037344869;5,03163907353093;3;10;8;2;2;3;5;5;8;7;3;5;3;3;2;4;4;3;8;5;2;68;3,66666666666667;2,66666666666667;4,71428571428571;5,75;2,21735578260835;0,321180500570075;0
"670";"ESS1-9e01";"1.0";"10.12.2020";102072;"ESS9e03";9;"3";19477;0,999466248037676;0,623946666717529;3,037344869;1,89514120668414;8;8;7;7;5;4;4;8;8;9;5;8;3;3;3;6;3;3;8;8;1;57;4;3;6,14285714285714;7,5;1,73205080756888;1,89528984693338;2
"671";"ESS1-9e01";"1.0";"10.12.2020";102073;"ESS9e03";9;"3";19496;0,999466248037677;0,533356726169586;3,037344869;1,61998831557783;6;7;7;6;7;7;8;3;8;9;6;8;4;3;3;8;8;8;8;8;1;55;8;3,33333333333333;6,85714285714286;7,75;1,25830573921179;-0,728225730338798;0
"672";"ESS1-9e01";"1.0";"10.12.2020";102074;"ESS9e03";9;"3";19507;0,999466248037676;1,08955526351929;3,037344869;3,30935508914225;9;4;10;7;6;4;7;3;9;6;7;6;3;3;3;5;8;9;9;0;1;29;7,33333333333333;3;6,71428571428571;7;1,4142135623731;-0,728225730338798;0
"673";"ESS1-9e01";"1.0";"10.12.2020";102075;"ESS9e03";9;"3";19529;0,999466248037676;0,901415944099426;3,037344869;2,73791109264518;3;7;7;2;2;3;2;3;7;5;3;4;3;3;2;7;6;5;8;0;2;20;6;2,66666666666667;3,71428571428571;4,75;1,70782512765993;-0,728225730338798;0
"674";"ESS1-9e01";"1.0";"10.12.2020";102076;"ESS9e03";9;"3";19563;0,999466248037677;0,759694933891296;3,037344869;2,30745550946002;3;7;8;3;3;5;5;4;7;7;4;6;3;3;3;7;5;4;8;5;2;61;5,33333333333333;3;4,85714285714286;6;1,4142135623731;-0,203522614884361;0
"675";"ESS1-9e01";"1.0";"10.12.2020";102077;"ESS9e03";9;"3";19627;0,999466248037676;0,888917326927185;3,037344869;2,69994848190748;5;10;10;2;3;6;6;0;7;9;4;5;3;2;2;7;8;7;6;0;2;51;7,33333333333333;2,33333333333333;6;6,25;2,21735578260835;-2,30233507670211;1
"676";"ESS1-9e01";"1.0";"10.12.2020";102078;"ESS9e03";9;"3";19646;0,999466248037677;2,48955321311951;3,037344869;7,561631677971;3;3;5;3;3;3;3;4;5;3;3;3;3;2;3;5;5;5;7;5;1;52;5;2,66666666666667;3,28571428571429;3,5;1;-0,203522614884361;0
"677";"ESS1-9e01";"1.0";"10.12.2020";102079;"ESS9e03";9;"3";19688;0,999466248037677;1,27101123332977;3,037344869;3,86049944799555;1;1;3;0;0;0;0;7;4;7;2;5;3;2;2;1;3;3;3;7;1;30;2,33333333333333;2,33333333333333;0,714285714285714;4,5;2,08166599946613;1,37058673147895;0
"678";"ESS1-9e01";"1.0";"10.12.2020";102080;"ESS9e03";9;"3";19693;0,999466248037676;1,44443881511688;3,037344869;4,3872588236797;5;8;9;0;2;2;2;0;6;10;7;9;3;2;2;1;8;7;8;8;1;37;5,33333333333333;2,33333333333333;4;8;1,82574185835055;-2,30233507670211;1
"679";"ESS1-9e01";"1.0";"10.12.2020";102081;"ESS9e03";9;"3";19723;0,999466248037676;1,10255467891693;3,037344869;3,34883879680028;7;7;7;4;5;8;8;4;9;7;6;7;4;3;4;8;6;7;9;0;2;41;7;3,66666666666667;6,57142857142857;7,25;1,25830573921179;-0,203522614884361;0
"680";"ESS1-9e01";"1.0";"10.12.2020";102082;"ESS9e03";9;"3";19744;0,999466248037676;1,44443881511688;3,037344869;4,3872588236797;3;4;4;4;4;3;3;5;7;7;6;8;3;3;3;2;6;5;7;3;1;52;4,33333333333333;3;3,57142857142857;7;0,816496580927726;0,321180500570075;0
"681";"ESS1-9e01";"1.0";"10.12.2020";102083;"ESS9e03";9;"3";19909;0,999466248037676;0,870257616043091;3,037344869;2,64327250479665;7;8;8;4;5;3;6;3;7;8;4;5;3;3;3;5;5;5;8;3;1;59;5;3;5,85714285714286;6;1,82574185835055;-0,728225730338798;0
"682";"ESS1-9e01";"1.0";"10.12.2020";102084;"ESS9e03";9;"3";19937;0,999466248037676;0,962518930435181;3,037344869;2,92350193467266;3;6;10;1;2;4;5;5;3;7;2;5;3;2;3;0;1;2;4;9;2;27;1;2,66666666666667;4,42857142857143;4,25;2,21735578260835;0,321180500570075;0
"683";"ESS1-9e01";"1.0";"10.12.2020";102085;"ESS9e03";9;"3";19983;0,999466248037676;0,875953137874603;3,037344869;2,66057176880788;4;7;7;5;5;6;6;5;9;8;4;7;2;2;3;8;9;9;9;0;1;28;8,66666666666667;2,33333333333333;5,71428571428571;7;2,16024689946929;0,321180500570075;0
"684";"ESS1-9e01";"1.0";"10.12.2020";102086;"ESS9e03";9;"3";20001;0,999466248037676;1,27101123332977;3,037344869;3,86049944799555;7;9;9;6;6;8;8;5;10;10;7;10;4;4;4;9;10;7;10;2;1;21;8,66666666666667;4;7,57142857142857;9,25;1,5;0,321180500570075;0
"685";"ESS1-9e01";"1.0";"10.12.2020";102087;"ESS9e03";9;"3";20016;0,999466248037677;0,715881407260895;3,037344869;2,17437871915638;7;9;9;5;5;5;7;3;9;7;4;9;4;4;3;8;7;5;9;2;2;56;6,66666666666667;3,66666666666667;6,71428571428571;7,25;2,3629078131263;-0,728225730338798;0
"686";"ESS1-9e01";"1.0";"10.12.2020";102088;"ESS9e03";9;"3";20040;0,999466248037676;0,62565141916275;3,037344869;1,90031912777655;4;7;8;3;3;3;3;5;7;6;5;7;3;2;2;5;7;5;7;5;1;45;5,66666666666667;2,33333333333333;4,42857142857143;6,25;0,957427107756338;0,321180500570075;0
"687";"ESS1-9e01";"1.0";"10.12.2020";102089;"ESS9e03";9;"3";20059;0,999466248037676;1,14375615119934;3,037344869;3,47398187723251;6;8;9;7;6;8;6;5;10;8;7;8;4;3;3;8;8;5;8;4;1;82;7;3,33333333333333;7,14285714285714;8,25;1,25830573921179;0,321180500570075;0
"688";"ESS1-9e01";"1.0";"10.12.2020";102090;"ESS9e03";9;"3";20106;0,999466248037676;0,60585218667984;3,037344869;1,84018203058444;8;10;6;5;6;7;6;4;8;8;7;9;4;3;3;6;4;5;7;0;1;64;5;3,33333333333333;6,85714285714286;8;0,816496580927726;-0,203522614884361;0
"689";"ESS1-9e01";"1.0";"10.12.2020";102091;"ESS9e03";9;"3";20148;0,999466248037676;0,746000289916992;3,037344869;2,26586015285189;9;10;7;7;6;8;8;5;10;9;7;7;4;3;3;10;7;8;10;6;2;51;8,33333333333333;3,33333333333333;7,85714285714286;8,25;1,5;0,321180500570075;0
"690";"ESS1-9e01";"1.0";"10.12.2020";102092;"ESS9e03";9;"3";20158;0,999466248037676;0,774951219558716;3,037344869;2,35379411045196;5;7;8;4;4;5;5;3;6;7;4;7;3;3;3;3;4;5;7;7;2;47;4;3;5,42857142857143;6;1,4142135623731;-0,728225730338798;0
"691";"ESS1-9e01";"1.0";"10.12.2020";102093;"ESS9e03";9;"3";20179;0,999466248037677;1,07941055297852;3,037344869;3,27854210463375;6;5;5;3;6;7;6;5;6;7;7;6;3;3;3;7;5;7;7;2;1;66;6,33333333333333;3;5,42857142857143;6,5;0,577350269189626;0,321180500570075;0
"692";"ESS1-9e01";"1.0";"10.12.2020";102094;"ESS9e03";9;"3";20238;0,999466248037676;1,0683845281601;3,037344869;3,24505226472605;5;8;8;7;6;6;6;5;9;9;7;6;3;3;3;7;6;6;10;7;2;68;6,33333333333333;3;6,57142857142857;7,75;1,5;0,321180500570075;0
"693";"ESS1-9e01";"1.0";"10.12.2020";102095;"ESS9e03";9;"3";20242;0,999466248037676;1,15559208393097;3,037344869;3,50993168678475;3;3;2;3;3;3;5;0;8;3;4;6;4;4;4;8;8;8;8;5;2;32;8;4;3,14285714285714;5,25;2,21735578260835;-2,30233507670211;1
"694";"ESS1-9e01";"1.0";"10.12.2020";102096;"ESS9e03";9;"3";20273;0,999466248037677;0,483402848243713;3,037344869;1,46826116077303;8;9;10;7;5;4;8;6;10;9;6;10;3;3;4;8;7;6;8;8;1;71;7;3,33333333333333;7,28571428571429;8,75;1,89296944860009;0,845883616024512;0
"695";"ESS1-9e01";"1.0";"10.12.2020";102097;"ESS9e03";9;"3";20287;0,999466248037677;0,842283844947815;3,037344869;2,55830651469384;5;2;2;3;0;0;0;5;9;5;2;2;2;2;2;1;4;1;9;0;2;53;2;2;1,71428571428571;4,5;3,3166247903554;0,321180500570075;0
"696";"ESS1-9e01";"1.0";"10.12.2020";102098;"ESS9e03";9;"3";20316;0,999466248037676;1,04733777046204;3,037344869;3,18112600322277;3;6;5;2;2;4;5;0;5;7;6;6;4;4;4;10;10;8;9;5;1;21;9,33333333333333;4;3,85714285714286;6;0,816496580927726;-2,30233507670211;1
"697";"ESS1-9e01";"1.0";"10.12.2020";102099;"ESS9e03";9;"3";20401;0,999466248037676;0,856207430362701;3,037344869;2,60059724541183;5;5;6;0;3;4;5;5;7;6;4;6;4;4;3;6;8;7;8;5;2;20;7;3,66666666666667;4;5,75;1,25830573921179;0,321180500570075;0
"698";"ESS1-9e01";"1.0";"10.12.2020";102100;"ESS9e03";9;"3";20455;0,999466248037676;0,841054499149323;3,037344869;2,55457256754056;NA;5;6;NA;NA;1;4;4;7;6;5;6;2;2;2;8;3;5;8;0;2;66;5,33333333333333;2;4;6;0,816496580927726;-0,203522614884361;0
